Date,Option Premium Amount,Notional Amount 1,USD_notional,Option Premium Currency,Spot_USDAUD,Strike_USDAUD,Expiration Date,Type,Option Style,Adj_Prem,Maturity,IV,Delta,Gamma,Rho,Theta,Vega,NAB,long,CP Region,CP Type
2021-02-01,1136.79925,665761.0,490000.0,USD,0.761998,0.736,2021-03-03,p,EU,0.002319998469387755,0.0821917808219178,0.12388501123224625,-0.16022544776599967,8.99862352551489,-0.00010225600209549372,-0.00011008818082189341,0.0005320236034579022,0,1,US,Investment Firms
2021-02-01,3064.23359,494983.0,370000.0,USD,0.761998,0.7475,2021-03-30,p,EU,0.008281712405405406,0.15616438356164383,0.12063183885853969,-0.3355984013729876,10.036266626841096,-0.00041228494011300536,-0.0001166728107500716,0.0010978014311314507,0,1,US,Credit Institutions
2021-02-01,2616885.233284768,75496689.0,57000000.0,AUD,0.761998,0.755,2021-09-15,p,EU,0.04591026725060997,0.6191780821917808,0.20670307293265894,-0.4461539730472689,3.189491398403625,-0.002389276349135844,-0.0001091327587567317,0.002370236086675167,0,-1,Australia,Credit Institutions
2021-02-01,1114461.4115492958,74647887.0,53000000.0,AUD,0.761998,0.71,2021-09-15,p,EU,0.0210275738028169,0.6191780821917808,0.1815325474757745,-0.28665421312574124,3.1276603442151316,-0.0014826684236312992,-8.244026745072132e-05,0.0020412552913335116,0,-1,Others,Credit Institutions
2021-02-01,145152.3547105263,10526316.0,8000000.0,AUD,0.761998,0.76,2021-02-11,c,EU,0.018144044338815786,0.0273972602739726,0.34100944684994,0.5296528424916673,9.249842922774548,0.00010560283899565745,-0.0008548237533924202,0.0005017825641891248,0,1,US,Credit Institutions
2021-02-01,5319.99999,1317349.0,1000000.0,USD,0.761998,0.7591,2021-02-16,p,EU,0.00531999999,0.0410958904109589,0.10826959979063157,-0.42729304335999785,23.456163417206668,-0.00013599305936064313,-0.0002193376866309448,0.000605995735026775,0,1,Australia,Credit Institutions
2021-02-01,33700.0,7142857.0,5000000.0,USD,0.761998,0.7,2021-07-29,p,EU,0.00674,0.4876712328767123,0.13340935640928073,-0.17008742149772282,3.5657577336756114,-0.0006649215603052901,-5.0740308272971425e-05,0.0013470165219599962,0,1,Australia,Investment Firms
2021-02-01,31980.0,4166667.0,3000000.0,USD,0.761998,0.72,2021-07-29,p,EU,0.01066,0.4876712328767123,0.12822819783292624,-0.2501326620160288,4.658468582538588,-0.0009814899917254358,-6.13109108869026e-05,0.0016914591364027127,0,-1,Australia,Credit Institutions
2021-02-01,4307.01781,494983.0,370000.0,USD,0.761998,0.7475,2021-04-29,p,EU,0.011640588675675677,0.23835616438356164,0.12189652815809632,-0.3632676142298892,8.27543736254048,-0.0006875378417527444,-9.835759992379961e-05,0.0013960994087398393,0,-1,US,Credit Institutions
2021-02-01,238.0,265252.0,200000.0,USD,0.761998,0.754,2021-02-05,p,EU,0.00119,0.010958904109589041,0.1254265120641895,-0.20908844349027678,28.731469777463875,-1.759068227536482e-05,-0.00035982641435400087,0.00022930946352406976,0,-1,US,Investment Firms
2021-02-01,58347.9182,5128205.0,4000000.0,USD,0.761998,0.78,2021-06-04,c,EU,0.01458697955,0.336986301369863,0.12615088489632906,0.3876465012015471,6.863809894483088,0.0009462537568747098,-8.634365005842396e-05,0.001694242054496813,0,-1,Australia,Credit Institutions
2021-02-01,22616.11261,5633803.0,4000000.0,USD,0.761998,0.71,2021-06-04,p,EU,0.0056540281525,0.336986301369863,0.13371895537832695,-0.17199863818745165,4.310291872716856,-0.0004607163702424546,-6.156458997972757e-05,0.0011277674732436069,0,-1,EEA,Non-financial firms
2021-02-01,724.49769,472335.0,350000.0,USD,0.761998,0.741,2021-02-22,p,EU,0.0020699934,0.057534246575342465,0.12352630612397335,-0.16939728885180017,11.182697642339594,-7.545638802521574e-05,-0.0001359735350264654,0.00046146644837473426,0,1,EEA,Investment Firms
2021-02-01,4244.383620689655,503979.0,380000.0,AUD,0.761998,0.754,2021-03-01,p,EU,0.01116943058076225,0.07671232876712329,0.17683032408180854,-0.40561773893544717,10.389164470356762,-0.0002456707238245113,-0.0002590060855962338,0.000818295559157563,0,1,Australia,Investment Firms
2021-02-01,525.00316,337382.0,250000.0,USD,0.761998,0.741,2021-02-22,p,EU,0.00210001264,0.057534246575342465,0.1241753183687791,-0.17062317890333423,11.175785677417656,-7.60111015911682e-05,-0.00013732053577798352,0.00046360428336940417,0,-1,US,Credit Institutions
